wals_code,iso_code,glottocode,name,lat,lon,genus,family,subfamily
blu,lua,luba1249,Bena-Lulua,-6.0,21.0,Bantoid,Niger-Congo,Benue-Congo
blx,bll,bilo1248,Biloxi,30.5,-88.6666666667,Siouan,Siouan,__
bly,nad,nija1241,Balyku,-22.0,120.0,Pama-Nyungan,Australian,__
blz,bjt,bala1300,Balanta,12.25,-15.3333333333,Northern Atlantic,Niger-Congo,Atlantic
bma,tzm,cent2194,Berber (Middle Atlas),33.0,-5.0,Berber,Afro-Asiatic,__
bmb,bim,bimo1239,Bimoba,10.5,0.0,Gur,Niger-Congo,__
bmn,bax,bamu1253,Bamun,5.5,10.9166666667,Bantoid,Niger-Congo,Benue-Congo
bmr,bmu,buru1306,Burum,-6.5,147.333333333,Finisterre-Huon,Trans-New Guinea,__
bmz,mzb,tumz1238,Berber (Mzab),32.5,3.5,Berber,Afro-Asiatic,__
bna,jaa,jama1261,Banawá,-7.0,-65.0,Arauan,Arauan,__
bnb,bck,buna1275,Bunuba,-17.75,125.75,Bunuban,Australian,__
bnd,bza,band1352,Bandi,8.08333333333,-10.25,Western Mande,Niger-Congo,Mande
bng,byx,qaqe1238,Baining,-4.58333333333,152.0,Baining,Baining-Taulil,__
bni,bin,bini1246,Bini,6.41666666667,5.83333333333,Edoid,Niger-Congo,Benue-Congo
bnj,bdy,band1339,Bandjalang,-28.75,153.0,Pama-Nyungan,Australian,__
bnk,abb,bank1256,Bankon,4.41666666667,9.58333333333,Bantoid,Niger-Congo,Benue-Congo
bnl,bjb,bang1339,Banggarla,-32.0,137.0,Pama-Nyungan,Australian,__
bnm,bjr,binu1245,Binumarien,-6.28333333333,146.083333333,Eastern Highlands,Trans-New Guinea,__
bnn,bcm,bann1247,Banoni,-6.41666666667,155.25,Oceanic,Austronesian,Eastern Malayo-Polynesian
bno,bao,waim1255,Barasano (Northern),0.333333333333,-70.25,Tucanoan,Tucanoan,__
bnq,nhb,beng1286,Beng,7.83333333333,-4.25,Eastern Mande,Niger-Congo,Mande
bnr,nbj,ngar1235,Bilinara,-16.0,131.666666667,Pama-Nyungan,Australian,__
bnt,bnq,bant1286,Bantik,1.41666666667,124.75,Sangiric,Austronesian,__
bnu,__7,bula1255,Bularnu,-21.0,138.0,Pama-Nyungan,Australian,__
bnw,bwi,bani1255,Baniwa,2.66666666667,-66.8333333333,Northern Arawakan,Arawakan,__
boa,kvg,kuni1265,Boazi,-7.0,141.333333333,Marind Proper,Marind,__
bob,bni,bang1354,Bobangi,-1.33333333333,17.3333333333,Bantoid,Niger-Congo,Benue-Congo
bod,brx,bodo1269,Bodo,26.8333333333,92.0,Bodo-Garo,Sino-Tibetan,Tibeto-Burman
boi,bzf,boik1241,Boiken,-3.5,143.5,Middle Sepik,Sepik,__
boj,adi,damu1236,Bori,28.3333333333,94.75,Tani,Sino-Tibetan,Tibeto-Burman
bok,bqc,boko1266,Boko,10.5,3.5,Eastern Mande,Niger-Congo,Mande
bol,bli,boli1255,Bolia,-1.25,18.3333333333,Bantoid,Niger-Congo,Benue-Congo
bon,bpu,bong1291,Bongu,-5.5,145.916666667,Madang,Trans-New Guinea,__
boq,adi,damu1236,Bokar,28.5,94.6666666667,Tani,Sino-Tibetan,Tibeto-Burman
bor,boa,bora1263,Bora,-2.16666666667,-72.3333333333,Boran,Huitotoan,__
bos,bos,bosn1245,Bosnian,43.0,18.0,Slavic,Indo-European,__
bou,oua,taga1278,Berber (Wargla),31.9166666667,5.33333333333,Berber,Afro-Asiatic,__
boz,boz,tiey1235,Bozo (Tigemaxo),15.0,-4.0,Western Mande,Niger-Congo,Mande
bpa,bwr,bura1292,Bura-Pabir,10.5,12.25,Biu-Mandara,Afro-Asiatic,Chadic
bpb,bdq,bahn1262,Bahnar (Plei Bong-Mang Yang),13.8333333333,108.333333333,Bahnaric,Austro-Asiatic,Mon-Khmer
bqb,eus,basq1248,Basque (Bidasoa Valley),43.0,-3.83333333333,Basque,Basque,__
bqg,eus,basq1248,Basque (Gernica),43.3333333333,-3.0,Basque,Basque,__
bqh,eus,basq1248,Basque (Hondarribia),42.5,-3.0,Basque,Basque,__
bqi,eus,basq1248,Basque (Basaburua and Imoz),43.0,-1.66666666667,Basque,Basque,__
bql,eus,basq1248,Basque (Lekeitio),43.0,-2.5,Basque,Basque,__
bqn,eus,basq1248,Basque (Northern High Navarrese),43.3333333333,-2.5,Basque,Basque,__
bqo,eus,basq1248,Basque (Oñati),42.5,-3.5,Basque,Basque,__
bqr,eus,basq1248,Basque (Roncalese),43.0,-2.0,Basque,Basque,__
bqs,eus,basq1248,Basque (Sakana),42.5,-2.0,Basque,Basque,__
bqz,eus,basq1248,Basque (Zeberio),42.0,-3.0,Basque,Basque,__
bra,brb,lave1249,Brao,14.1666666667,107.5,Bahnaric,Austro-Asiatic,Mon-Khmer
brb,bba,baat1238,Bariba,10.0,2.5,Gur,Niger-Congo,__
brc,brn,boru1252,Boruca,8.83333333333,-83.25,Talamanca,Chibchan,__
brd,bcj,bard1255,Bardi,-16.5833333333,122.916666667,Nyulnyulan,Australian,__
bre,bre,bret1244,Breton,48.0,-3.0,Celtic,Indo-European,__
brf,rif,tari1263,Berber (Rif),34.5,-4.0,Berber,Afro-Asiatic,__
brh,brh,brah1256,Brahui,28.5,67.0,Northern Dravidian,Dravidian,__
bri,bzd,brib1243,Bribri,9.41666666667,-83.0,Talamanca,Chibchan,__
brj,bji,burj1242,Burji,5.5,37.8333333333,Eastern Cushitic,Afro-Asiatic,Cushitic
brk,bkl,beri1254,Berik,-2.25,138.833333333,Tor,Tor-Orya,__
brl,loy,lowa1242,Baragaunle,28.8333333333,83.8333333333,Bodic,Sino-Tibetan,Tibeto-Burman
brm,mya,nucl1310,Burmese,21.0,96.0,Burmese-Lolo,Sino-Tibetan,Tibeto-Burman
brn,bds,buru1320,Burunge,-5.33333333333,36.0,Southern Cushitic,Afro-Asiatic,Cushitic
bro,tcs,torr1261,Broken,-10.1666666667,143.0,Creoles and Pidgins,other,__
brp,wra,wara1302,Barupu,-3.08333333333,142.083333333,Warapu,Skou,__
brr,bor,boro1282,Bororo,-16.0,-57.0,Bororo,Macro-Ge,__
brs,bsn,bara1380,Barasano,-0.166666666667,-70.6666666667,Tucanoan,Tucanoan,__
bru,bru,east2332,Bru (Eastern),17.3333333333,106.0,Katuic,Austro-Asiatic,Mon-Khmer
brw,brv,west2397,Bru (Western),16.75,104.75,Katuic,Austro-Asiatic,Mon-Khmer
bry,byr,baru1267,Baruya,-6.91666666667,145.916666667,Angan,Trans-New Guinea,__
brz,bvq,birr1240,Birri,5.5,25.1666666667,Bongo-Bagirmi,Nilo-Saharan,Central Sudanic
bse,tzm,cent2194,Berber (Ayt Seghrouchen Middle Atlas),33.3333333333,-4.66666666667,Berber,Afro-Asiatic,__
bsh,buf,bush1247,Bushoong,-4.5,21.5,Bantoid,Niger-Congo,Benue-Congo
bsi,siz,siwi1239,Berber (Siwa),29.1666666667,25.5,Berber,Afro-Asiatic,__
bsk,bak,bash1264,Bashkir,53.0,58.0,Turkic,Altaic,__
bsl,bfi,brit1235,British Sign Language,52.0,-1.0,Sign Languages,other,__
bsm,bis,bisl1239,Bislama,-16.0,168.0,Creoles and Pidgins,other,__
bso,eus,basq1250,Basque (Souletin),43.5,-1.5,Basque,Basque,__
bsq,eus,basq1248,Basque,43.0,-3.0,Basque,Basque,__
bsr,bsc,bass1258,Basari,12.6666666667,-13.0,Northern Atlantic,Niger-Congo,Atlantic
bth,bhm,bath1244,Bathari,18.0,56.0,Semitic,Afro-Asiatic,__
bti,__8,beto1236,Betoi,7.16666666667,-71.25,Betoi,Betoi,__
btk,bnc,cent2083,Bontok,17.0833333333,120.916666667,Northern Luzon,Austronesian,__
bto,bbc,bata1289,Batak (Toba),2.5,99.0,Northwest Sumatra-Barrier Islands,Austronesian,__
bua,bvr,bura1267,Burarra,-12.25,134.583333333,Burarran,Australian,__
bub,bvb,bube1242,Bubi,3.5,8.66666666667,Bantoid,Niger-Congo,Benue-Congo
bud,bdm,budu1265,Buduma,13.5,14.5,Biu-Mandara,Afro-Asiatic,Chadic
bug,bug,bugi1244,Bugis,-4.0,120.0,South Sulawesi,Austronesian,__
bui,bzq,buli1255,Buli (in Indonesia),1.0,128.5,South Halmahera - West New Guinea,Austronesian,Eastern Malayo-Polynesian
buj,nmg,kwas1243,Bujeba,3.0,10.1666666667,Bantoid,Niger-Congo,Benue-Congo
buk,bxk,buku1249,Bukusu,0.75,34.6666666667,Bantoid,Niger-Congo,Benue-Congo
bul,bul,bulg1262,Bulgarian,42.5,25.0,Slavic,Indo-European,__
bum,tkw,tean1237,Buma,-11.6333333333,166.833333333,Oceanic,Austronesian,Eastern Malayo-Polynesian
bun,buo,tere1278,Buin,-6.75,155.75,East Bougainville,East Bougainville,__
bur,bsk,buru1296,Burushaski,36.5,74.5,Burushaski,Burushaski,__
bus,bqp,busa1253,Busa,9.66666666667,4.0,Eastern Mande,Niger-Congo,Mande
but,bxm,mong1330,Buriat,52.0,108.0,Mongolic,Altaic,__
buu,mhs,buru1303,Buru,-3.5,126.5,Central Malayo-Polynesian,Austronesian,__
buw,bum,bulu1251,Bulu,3.0,11.0,Bantoid,Niger-Congo,Benue-Congo
buy,bwu,buli1254,Buli (in Ghana),10.5,-1.25,Gur,Niger-Congo,__
bvi,bbn,bali1280,Bali-Vitu,-4.9,149.116666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
bwa,bdy,band1339,Bandjalang (Waalubal),-29.0833333333,152.583333333,Pama-Nyungan,Australian,__
bwc,bdr,west2560,Bajau (West Coast),6.33333333333,116.333333333,Sama-Bajaw,Austronesian,__
bxj,bxj,bayu1240,Bayungu,-23.0,114.0,Pama-Nyungan,Australian,__
bya,bee,byan1241,Byansi,30.1666666667,80.5,Bodic,Sino-Tibetan,Tibeto-Burman
bys,bsw,bais1246,Bayso,6.25,37.75,Eastern Cushitic,Afro-Asiatic,Cushitic
byu,bdy,band1339,Bandjalang (Yugumbir),-27.9166666667,153.0,Pama-Nyungan,Australian,__
bzi,bvz,bauz1241,Bauzi,-2.5,137.5,East Geelvink Bay,East Geelvink Bay,__
cab,cjp,cabe1245,Cabécar,9.75,-83.4166666667,Talamanca,Chibchan,__
cac,cbv,cacu1241,Cacua,1.08333333333,-70.0,Cacua-Nukak,Cacua-Nukak,__
cad,cad,cadd1256,Caddo,33.3333333333,-93.5,Caddoan,Caddoan,__
cah,chl,cahu1264,Cahuilla,33.5,-116.25,Takic,Uto-Aztecan,__
cai,suq,suri1267,Chai,5.33333333333,35.3333333333,Surmic,Nilo-Saharan,Eastern Sudanic
cak,ckf,kaqc1274,Cakchiquel,14.5,-91.0,Mayan,Mayan,__
cam,kbh,cams1241,Camsá,1.16666666667,-77.0,Camsá,Camsá,__
can,cbu,cand1248,Candoshi,-4.16666666667,-77.0,Candoshi,Candoshi,__
cap,kaq,capa1241,Capanahua,-7.0,-74.0,Panoan,Panoan,__
car,car,gali1262,Carib,5.5,-56.0,Cariban,Cariban,__
cas,cbr,cash1251,Cashibo,-8.5,-75.5,Panoan,Panoan,__
cat,cto,embe1260,Catio,7.16666666667,-76.3333333333,Choco,Choco,__
cav,cav,cavi1250,Cavineña,-13.3333333333,-66.5,Tacanan,Tacanan,__
cax,cni,asha1243,Campa (Axininca),-12.0,-74.0,Pre-Andine Arawakan,Arawakan,__
cay,cbi,chac1249,Cayapa,0.666666666667,-79.0,Barbacoan,Barbacoan,__
cba,boi,barb1263,Chumash (Barbareño),34.5,-120.25,Chumash,Chumash,__
cbo,cao,chac1251,Chácobo,-12.1666666667,-66.75,Panoan,Panoan,__
cch,coz,choc1279,Chocho,17.6666666667,-97.4166666667,Popolocan,Oto-Manguean,__
cck,cic,chic1270,Chickasaw,34.0,-88.0,Muskogean,Muskogean,__
ccm,cco,coma1246,Chinantec (Comaltepec),17.5833333333,-96.4166666667,Chinantecan,Oto-Manguean,__
cco,__9,tutu1242,Chasta Costa,42.6666666667,-124.0,Athapaskan,Na-Dene,__
ccp,coc,coco1261,Cocopa,32.3333333333,-115.0,Yuman,Hokan,__
cct,cho,choc1276,Choctaw,32.25,-88.5,Muskogean,Muskogean,__
cde,mch,maqu1238,Carib (De'kwana),5.5,-65.0,Cariban,Cariban,__
cea,csw,swam1239,Cree (Swampy),56.0,-90.0,Algonquian,Algic,__
ceb,ceb,cebu1242,Cebuano,10.0,124.0,Greater Central Philippine,Austronesian,__
cec,cob,chic1271,Chicomuceltec,15.5,-92.25,Mayan,Mayan,__
cem,cam,cemu1238,Cèmuhî,-20.8333333333,165.166666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
cga,old,moch1256,Chaga,-3.0,37.0,Bantoid,Niger-Congo,Benue-Congo
cha,cha,cham1312,Chamorro,13.45,144.75,Chamorro,Austronesian,__
chb,can,cham1313,Chambri,-4.16666666667,143.083333333,Lower Sepik,Lower Sepik-Ramu,__
chc,che,chec1245,Chechen,43.25,45.8333333333,Nakh,Nakh-Daghestanian,__
chd,cdn,chau1259,Chaudangsi,30.0,80.25,Bodic,Sino-Tibetan,Tibeto-Burman
che,chr,cher1273,Cherokee,35.5,-83.5,Southern Iroquoian,Iroquoian,__
chg,nbc,chan1313,Chang,26.3333333333,94.75,Northern Naga,Sino-Tibetan,Tibeto-Burman
chh,sgw,seba1251,Chaha,8.112935,37.93267,Semitic,Afro-Asiatic,__
chi,cid,chim1301,Chimariko,41.0,-123.0,Chimariko,Hokan,__
chj,cac,chuj1249,Chuj,15.9166666667,-91.5833333333,Mayan,Mayan,__
chk,ckt,chuk1273,Chukchi,67.0,-173.0,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,__
chl,cjh,uppe1439,Chehalis (Upper),46.5833333333,-123.0,Tsamosan,Salishan,__
chm,cji,cham1309,Chamalal,42.55,46.05,Avar-Andic-Tsezic,Nakh-Daghestanian,Daghestanian
chn,chx,chan1310,Chantyal,28.5833333333,83.4166666667,Bodic,Sino-Tibetan,Tibeto-Burman
cho,chd,high1242,Chontal (Highland),16.25,-95.75,Tequistlatecan,Tequistlatecan,__
chp,chp,chip1261,Chipewyan,59.0,-106.0,Athapaskan,Na-Dene,__
chq,chq,quio1240,Chinantec (Quiotepec),17.5833333333,-96.6666666667,Chinantecan,Oto-Manguean,__
chr,crw,chra1242,Chrau,10.75,107.5,Bahnaric,Austro-Asiatic,Mon-Khmer
chs,csy,siyi1240,Chin (Siyin),23.8333333333,94.0,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
cht,cya,nopa1235,Chatino (Nopala),16.0833333333,-97.1666666667,Zapotecan,Oto-Manguean,__
chu,cag,niva1238,Chulupí,-23.5,-60.5,Matacoan,Matacoan,__
chv,chv,chuv1255,Chuvash,55.5,47.5,Turkic,Altaic,__
chw,cja,west2650,Cham (Western),12.0,105.5,Malayo-Sumbawan,Austronesian,__
chx,clo,lowl1260,Chontal (Huamelultec Oaxaca),16.0,-95.75,Tequistlatecan,Tequistlatecan,__
chy,cbt,chay1248,Chayahuita,-5.5,-77.0,Cahuapanan,Cahuapanan,__
chz,nan,minn1241,Chaozhou,23.6666666667,116.666666667,Chinese,Sino-Tibetan,__
cic,nya,nyan1308,Chichewa,-14.0,34.0,Bantoid,Niger-Congo,Benue-Congo
cil,lua,luba1249,CiLuba,-6.0,22.0,Bantoid,Niger-Congo,Benue-Congo
cin,inz,ines1240,Chumash (Ineseño),34.6666666667,-120.25,Chumash,Chumash,__
cjo,pei,chic1272,Chichimeca-Jonaz,21.6666666667,-100.5,Chichimec,Oto-Manguean,__
ckh,mrn,chek1238,Cheke Holo,-8.33333333333,159.666666667,Oceanic,Austronesian,Eastern Malayo-Polynesian
ckl,chh,chin1286,Chinook (Lower),46.25,-123.5,Chinookan,Penutian,__
ckr,ram,cane1242,Canela-Krahô,-6.0,-46.0,Ge-Kaingang,Macro-Ge,__
cku,wac,wasc1239,Chinook (Upper),45.5,-122.5,Chinookan,Penutian,__
cla,clm,clal1241,Clallam,48.0833333333,-123.75,Central Salish,Salishan,__
clc,_10,cola1237,Colac,-38.3333333333,143.5,Pama-Nyungan,Australian,__
cld,cld,chal1275,Chaldean (Modern),36.0,43.0,Semitic,Afro-Asiatic,__
cle,cle,leal1235,Chinantec (Lealao),17.3333333333,-95.9166666667,Chinantecan,Oto-Manguean,__
cln,cht,chol1284,Cholón,-8.0,-77.5,Cholon,Cholon,__
cly,clw,chul1246,Chulym,54.3333333333,89.6666666667,Turkic,Altaic,__
cma,cbg,chim1309,Chimila,10.0,-74.0,Chimila,Chibchan,__
cmc,xcm,come1251,Comecrudo,25.8333333333,-99.0,Comecrudan,Comecrudan,__
cme,cjm,east2563,Cham (Eastern),11.3333333333,108.5,Malayo-Sumbawan,Austronesian,__
cmh,ute,utes1238,Chemehuevi,34.3333333333,-115.166666667,Numic,Uto-Aztecan,__
cmk,xch,chim1310,Chemakum,48.0833333333,-122.916666667,Chimakuan,Chimakuan,__
cml,rab,caml1239,Camling,27.0,86.6666666667,Mahakiranti,Sino-Tibetan,Tibeto-Burman
cmn,com,coma1245,Comanche,33.5,-101.5,Numic,Uto-Aztecan,__
cmr,mrh,mara1382,Chin (Mara),23.0,93.1666666667,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
cmx,coo,como1259,Comox,50.1666666667,-125.0,Central Salish,Salishan,__
cmy,chf,taba1266,Chontal Maya,18.1666666667,-92.5833333333,Mayan,Mayan,__
cnl,ram,cane1242,Canela,-7.0,-45.0,Ge-Kaingang,Macro-Ge,__
cnm,knm,kana1291,Canamarí,-6.5,-68.5,Katukinan,Katukinan,__
cnt,yue,yuec1235,Cantonese,23.0,113.0,Chinese,Sino-Tibetan,__
coa,xcw,coah1252,Coahuilteco,28.0,-100.0,Coahuiltecan,Coahuiltecan,__
coc,cod,coca1259,Cocama,-5.0,-74.5,Tupi-Guaraní,Tupian,__
coe,crd,coeu1236,Coeur d'Alene,47.25,-116.5,Interior Salish,Salishan,__
cof,con,cofa1242,Cofán,0.166666666667,-77.1666666667,Cofán,Cofán,__
cog,kog,cogu1240,Cogui,11.0,-73.8333333333,Aruak,Chibchan,__
coi,caa,chor1273,Chortí,14.8333333333,-89.25,Mayan,Mayan,__
col,cti,chol1281,Chol,17.75,-92.5,Mayan,Mayan,__
com,swb,maor1244,Comorian,-12.0,44.0,Bantoid,Niger-Congo,Benue-Congo
coo,csz,coos1249,Coos (Hanis),43.5,-124.166666667,Coosan,Oregon Coast,__
cop,cop,copt1239,Coptic,26.0,32.0,Egyptian-Coptic,Afro-Asiatic,__
cor,crn,elna1235,Cora,22.1666666667,-104.833333333,Corachol,Uto-Aztecan,__
cos,css,sout2986,Costanoan,37.0,-122.0,Costanoan,Penutian,Utian
cpa,cjo,ashe1273,Campa Pajonal Asheninca,-10.6666666667,-74.25,Pre-Andine Arawakan,Arawakan,__
cpl,cpa,pala1351,Chinantec (Palantla),18.8333333333,-96.75,Chinantecan,Oto-Manguean,__
cpn,cdm,chep1245,Chepang,27.6666666667,84.75,Mahakiranti,Sino-Tibetan,Tibeto-Burman
cpw,ciw,chip1241,Chippewa (Red Lake and Pillager),48.0,-95.0,Algonquian,Algic,__
cpy,cap,chip1262,Chipaya,-18.75,-67.8333333333,Uru-Chipaya,Uru-Chipaya,__
cqt,cax,chiq1248,Chiquitano,-17.5,-60.0,Chiquito,Chiquito,__
cre,crk,plai1258,Cree (Plains),54.0,-110.0,Algonquian,Algic,__
crg,gui,east2555,Chiriguano,-23.6666666667,-64.3333333333,Tupi-Guaraní,Tupian,__
crh,cje,chru1239,Chru,11.5,108.5,Malayo-Sumbawan,Austronesian,__
cri,crh,crim1257,Crimean Tatar,45.0,34.0833333333,Turkic,Altaic,__
crj,cbd,cari1279,Carijona,1.0,-73.0,Cariban,Cariban,__
crk,mus,cree1270,Creek,34.0,-85.0,Muskogean,Muskogean,__
crl,cal,caro1242,Carolinian,15.2,145.75,Oceanic,Austronesian,Eastern Malayo-Polynesian
crn,cor,corn1251,Cornish,50.3333333333,-5.0,Celtic,Indo-European,__
cro,cro,crow1244,Crow,47.0,-108.0,Siouan,Siouan,__
crp,cbc,cara1272,Carapana,0.833333333333,-70.75,Tucanoan,Tucanoan,__
crq,crx,carr1249,Carrier,53.75,-123.5,Athapaskan,Na-Dene,__
crt,crq,chor1274,Chorote,-22.5,-62.5,Matacoan,Matacoan,__
csc,cso,soch1239,Chinantec (Sochiapan),17.75,-96.6666666667,Chinantecan,Oto-Manguean,__
csf,cuc,usil1237,Chinantec (San Felipe Usila),17.9166666667,-96.5,Chinantecan,Oto-Manguean,__
csh,cbs,cash1254,Cashinahua,-10.5,-71.8333333333,Panoan,Panoan,__
csk,csk,jola1262,Diola-Kasa,12.5,-16.75,Northern Atlantic,Niger-Congo,Atlantic
csl,csl,chin1283,Chinese Sign Language,35.0,115.0,Sign Languages,other,__
cso,ctp,west2644,Chatino (Sierra Occidental),16.25,-97.3333333333,Zapotecan,Oto-Manguean,__
ctc,cut,cuic1234,Cuicatec,17.8333333333,-96.8333333333,Mixtecan,Oto-Manguean,__
cte,cnt,tepe1279,Chinantec (Tepetotutla),17.8333333333,-96.5,Chinantecan,Oto-Manguean,__
cti,ctd,tedi1235,Chin (Tiddim),23.3333333333,93.6666666667,Kuki-Chin,Sino-Tibetan,Tibeto-Burman
ctl,cat,stan1289,Catalan,41.75,2.0,Romance,Indo-European,__
ctm,ctm,chit1248,Chitimacha,29.6666666667,-91.0,Chitimacha,Chitimacha,__
ctt,cta,tata1258,Chatino (Tataltepec),16.1666666667,-97.5833333333,Zapotecan,Oto-Manguean,__
ctw,chc,cata1286,Catawba,35.5,-80.5,Siouan,Siouan,__
cua,cua,cuaa1241,Cua,15.25,108.5,Bahnaric,Austro-Asiatic,Mon-Khmer
cub,cub,cube1242,Cubeo,1.33333333333,-70.5,Tucanoan,Tucanoan,__
cuc,_11,timo1237,Cuica,9.0,-70.5,Timote-Cuica,Timote-Cuica,__
cui,cui,cuib1242,Cuiba,6.5,-70.0,Guahiban,Guahiban,__
cul,cul,culi1244,Culina,-6.0,-70.5,Arauan,Arauan,__
cum,ncu,chum1261,Chumburung,7.75,0.25,Kwa,Niger-Congo,__
cup,cup,cupe1243,Cupeño,33.1666666667,-116.5,Takic,Uto-Aztecan,__
cur,kpc,curr1243,Curripaco,2.5,-68.5,Northern Arawakan,Arawakan,__
cut,_12,cuit1236,Cuitlatec,17.5,-101.0,Cuitlatec,Cuitlatec,__
cuu,chk,chuu1238,Chuukese,7.33333333333,151.75,Oceanic,Austronesian,Eastern Malayo-Polynesian
cvc,cbk,chav1241,Chavacano,7.0,122.083333333,Creoles and Pidgins,other,__
cve,cjv,chua1250,Chuave,-6.11666666667,145.116666667,Chimbu,Trans-New Guinea,__
cwe,col,colu1241,Columbia-Wenatchi,47.5,-120.0,Interior Salish,Salishan,__
cya,ctp,west2644,Chatino (Yaitepec),16.25,-97.25,Zapotecan,Oto-Manguean,__
cyg,cay,cayu1261,Cayuga,42.75,-76.75,Northern Iroquoian,Iroquoian,__
cyn,chy,chey1247,Cheyenne,47.0,-95.0,Algonquian,Algic,__
cyv,cyb,cayu1262,Cayuvava,-13.5,-65.5,Cayuvava,Cayuvava,__
cze,ces,czec1258,Czech,50.0,15.0,Slavic,Indo-European,__
daa,kzf,daak1235,Da'a,-1.0,119.583333333,Celebic,Austronesian,__
dab,dbq,nucl1683,Daba,10.1666666667,13.75,Biu-Mandara,Afro-Asiatic,Chadic
dad,mps,dadi1250,Dadibi,-6.55,144.583333333,Teberan,Teberan-Pawaian,__
dag,dgz,daga1275,Daga,-10.0,149.333333333,Dagan,Dagan,__
dah,dal,daha1245,Dahalo,-2.33333333333,40.5,Southern Cushitic,Afro-Asiatic,Cushitic
dak,dak,dako1258,Dakota,45.0,-93.5,Siouan,Siouan,__
dam,mbp,mala1522,Damana,11.0,-73.5,Aruak,Chibchan,__
dan,daf,dann1241,Dan,7.5,-8.0,Eastern Mande,Niger-Congo,Mande
dar,dry,dara1250,Darai,24.0,84.0,Indic,Indo-European,__
dat,tcc,dato1239,Datooga,-4.33333333333,35.3333333333,Nilotic,Nilo-Saharan,Eastern Sudanic
daw,kwa,daww1239,Dâw,-0.25,-67.0833333333,Nadahup,Nadahup,__
day,dai,dayy1236,Day,8.75,17.8333333333,Adamawa,Niger-Congo,Adamawa-Ubangi
dbd,dav,tait1250,Dabida,-4.0,38.6666666667,Bantoid,Niger-Congo,Benue-Congo
dbr,nld,dutc1256,Dutch (Brabantic),50.75,4.5,Germanic,Indo-European,__
dbw,daf,dann1241,Dan (Blowo),7.33333333333,-8.16666666667,Eastern Mande,Niger-Congo,Mande
dca,dgc,casi1235,Dumagat (Casiguran),16.3333333333,122.0,Northern Luzon,Austronesian,__
dda,duj,dhuw1249,Dhuwal (Dätiwuy),-12.1666666667,136.25,Pama-Nyungan,Australian,__
ddf,daj,darf1239,Daju (Dar Fur),12.25,25.25,Daju,Nilo-Saharan,Eastern Sudanic
ddj,god,godi1239,Dadjriwalé,5.25,-5.66666666667,Kru,Niger-Congo,__
dds,dds,donn1238,Donno So,14.3333333333,-3.58333333333,Dogon,Niger-Congo,__
def,afn,defa1248,Defaka,4.58333333333,7.5,Ijoid,Niger-Congo,__
deg,deg,dege1246,Degema,4.75,6.75,Edoid,Niger-Congo,Benue-Congo
den,dny,deni1241,Dení,-6.0,-67.0,Arauan,Arauan,__
der,kbv,dera1245,Dla (Proper),-3.58333333333,141.0,Senagi,Senagi,__
des,des,desa1247,Desano,0.833333333333,-69.8333333333,Tucanoan,Tucanoan,__
det,shg,shua1254,Deti,-20.5,24.5,Central Khoisan,Khoisan,__
deu,der,deor1238,Deuri,26.0,90.25,Bodo-Garo,Sino-Tibetan,Tibeto-Burman
dga,dga,sout2789,Dagaare,10.5,-2.66666666667,Gur,Niger-Congo,__
dgb,dag,dagb1246,Dagbani,9.58333333333,-0.5,Gur,Niger-Congo,__
dge,gsg,germ1281,Deutsche Gebärdensprache,52.0,11.0,Sign Languages,other,__
dgi,dgo,indo1311,Dogri,33.0,75.0,Indic,Indo-European,__
dgo,doo,dong1290,Dongo,3.0,30.0,Ubangi,Niger-Congo,Adamawa-Ubangi
dgr,dta,daur1238,Dagur,48.0,124.0,Mongolic,Altaic,__
dgx,ing,dege1248,Degexit'an,62.0,-160.0,Athapaskan,Na-Dene,__
dha,dsh,daas1238,Dhaasanac,4.66666666667,36.3333333333,Eastern Cushitic,Afro-Asiatic,Cushitic
dhb,bjy,baya1257,Dharumbal,-22.75,150.5,Pama-Nyungan,Australian,__
dhi,div,dhiv1236,Dhivehi,4.16666666667,73.5,Indic,Indo-European,__
dhl,dhl,dhal1245,Dhalandji,-22.08,115.0,Pama-Nyungan,Australian,__
dhm,dhi,dhim1246,Dhimal,26.6666666667,87.75,Dhimalic,Sino-Tibetan,Tibeto-Burman
dhr,dhr,dhar1247,Dhargari,-23.75,114.916666667,Pama-Nyungan,Australian,__
dhu,dhu,dhur1239,Dhurga,-35.6666666667,150.0,Pama-Nyungan,Australian,__
dhw,tbh,thur1254,Dharawal,-34.5,150.5,Pama-Nyungan,Australian,__
did,did,didi1258,Didinga,4.5,33.5,Surmic,Nilo-Saharan,Eastern Sudanic
die,dih,kumi1248,Diegueño (Mesa Grande),32.6666666667,-116.166666667,Yuman,Hokan,__
dig,mhu,diga1241,Digaro,28.4166666667,96.0,Digaroan,Sino-Tibetan,Tibeto-Burman
dim,dim,dime1235,Dime,6.16666666667,36.25,South Omotic,Afro-Asiatic,Omotic
din,dip,nort2815,Dinka,8.5,28.0,Nilotic,Nilo-Saharan,Eastern Sudanic
dio,dyo,jola1263,Diola-Fogny,13.0,-16.25,Northern Atlantic,Niger-Congo,Atlantic
