"lab.name","lab.genus","lab.family","lab.subfamily","lab.lat","lab.lon","lab.iso"
"Meithei","Kuki-Chin","Sino-Tibetan","Tibeto-Burman","24.75","94","'mni'"
"Mehri","Semitic","Afro-Asiatic","__","17","51.5","'gdq'"
"Mekens","Tupari","Tupian","__","-12.5","-61.5","'skf'"
"Meryam Mir","Western Fly","Western Fly","__","-9.91666666667","144.083333333","'ulk'"
"Menya","Angan","Trans-New Guinea","__","-7.25","146","'mcr'"
"Malay","Malayic","Austronesian","__","3","102","'zsm'"
"Galela","North Halmaheran","West Papuan","__","2.41666666667","128.333333333","'gbi'"
"Golin","Chimbu","Trans-New Guinea","__","-6.33333333333","144.75","'gvf'"
"Gelao","Kadai","Tai-Kadai","__","22.9166666667","105.5","'gio'"
"Galician","Romance","Indo-European","__","43","-8","'glg'"
"Akawaio","Cariban","Cariban","__","6","-59.5","'ake'"
"Slave","Athapaskan","Na-Dene","__","67","-125","'xsl'"
"Aka-Kede","Great Andamanese","Great Andamanese","__","12.75","92.75","'akx'"
"Akha","Burmese-Lolo","Sino-Tibetan","Tibeto-Burman","21.8333333333","99.8333333333","'ahk'"
"Arabic (Kormakiti)","Semitic","Afro-Asiatic","__","35.25","33.5","'acy'"
"Akan","Kwa","Niger-Congo","__","6.5","-1.25","'aka'"
"Arakanese (Marma)","Burmese-Lolo","Sino-Tibetan","Tibeto-Burman","21.5","92.5","'mhv'"
"Aklanon","Meso-Philippine","Austronesian","__","11.5833333333","122.333333333","'akl'"
"Aka-Cari","Great Andamanese","Great Andamanese","__","13.5","93","'aci'"
"Aka-Biada","Great Andamanese","Great Andamanese","__","11.6666666667","92.5","'abj'"
"Aka","Bantoid","Niger-Congo","Benue-Congo","2.66666666667","16.25","'axk'"
"Drehu","Oceanic","Austronesian","Eastern Malayo-Polynesian","-21","167.25","'dhv'"
"Dargwa","Lak-Dargwa","Nakh-Daghestanian","Daghestanian","42.25","47.4166666667","'dar'"
"Birri","Bongo-Bagirmi","Nilo-Saharan","Central Sudanic","5.5","25.1666666667","'bvq'"
"Baruya","Angan","Trans-New Guinea","__","-6.91666666667","145.916666667","'byr'"
"Bru (Western)","Katuic","Austro-Asiatic","Mon-Khmer","16.75","104.75","'brv'"
"Bru (Eastern)","Katuic","Austro-Asiatic","Mon-Khmer","17.3333333333","106","'bru'"
"Barasano","Tucanoan","Tucanoan","__","-0.166666666667","-70.6666666667","'bsn'"
"Bororo","Bororo","Macro-Ge","__","-16","-57","'bor'"
"Barupu","Warapu","Skou","__","-3.08333333333","142.083333333","'wra'"
"Broken","Creoles and Pidgins","other","__","-10.1666666667","143","'tcs'"
"Burunge","Southern Cushitic","Afro-Asiatic","Cushitic","-5.33333333333","36","'bds'"
"Burmese","Burmese-Lolo","Sino-Tibetan","Tibeto-Burman","21","96","'mya'"
"Baragaunle","Bodic","Sino-Tibetan","Tibeto-Burman","28.8333333333","83.8333333333","'loy'"
"Berik","Tor","Tor-Orya","__","-2.25","138.833333333","'bkl'"
"Burji","Eastern Cushitic","Afro-Asiatic","Cushitic","5.5","37.8333333333","'bji'"
"Bribri","Talamanca","Chibchan","__","9.41666666667","-83","'bzd'"
"Brahui","Northern Dravidian","Dravidian","__","28.5","67","'brh'"
"Berber (Rif)","Berber","Afro-Asiatic","__","34.5","-4","'rif'"
"Breton","Celtic","Indo-European","__","48","-3","'bre'"
"Bardi","Nyulnyulan","Australian","__","-16.5833333333","122.916666667","'bcj'"
"Boruca","Talamanca","Chibchan","__","8.83333333333","-83.25","'brn'"
"Bariba","Gur","Niger-Congo","__","10","2.5","'bba'"
"Brao","Bahnaric","Austro-Asiatic","Mon-Khmer","14.1666666667","107.5","'brb'"
"Ding","Bantoid","Niger-Congo","Benue-Congo","-4.33333333333","19.5","'diz'"
"Dani (Lower Grand Valley)","Dani","Trans-New Guinea","__","-4.33333333333","138.833333333","'dni'"
"Martu Wangka","Pama-Nyungan","Australian","__","-21.5","126","'mpj'"
"Dangalat (Western)","East Chadic","Afro-Asiatic","Chadic","12.1666666667","18.3333333333","'daa'"
"Emai","Edoid","Niger-Congo","Benue-Congo","7.08333333333","5.91666666667","'ema'"
"Wmnugb","Kwa","Niger-Congo","__","6.66666666667","2.5","'wem'"
"Ngalkbun","Gunwinygic","Australian","Gunwinyguan","-13.5","134.833333333","'ngk'"
"Kaguru","Bantoid","Niger-Congo","Benue-Congo","-6.33333333333","37","'kki'"
"Kalkatungu","Pama-Nyungan","Australian","__","-21","139.5","'ktg'"
"Kangiryuarmiut","Eskimo","Eskimo-Aleut","__","68.3333333333","-133.75","'ikt'"
"Kyirong","Bodic","Sino-Tibetan","Tibeto-Burman","28.4166666667","85.3333333333","'kgy'"
"Jamsay","Dogon","Niger-Congo","__","14.4166666667","-2.5","'djm'"
"Kirghiz","Turkic","Altaic","__","42","75","'kir'"
"Nkonya","Kwa","Niger-Congo","__","7.16666666667","0.25","'nko'"
"Nkore-Kiga","Bantoid","Niger-Congo","Benue-Congo","-0.916666666667","29.8333333333","'cgg'"
"Kinga","Bantoid","Niger-Congo","Benue-Congo","-9","34","'zga'"
"Nukuoro","Oceanic","Austronesian","Eastern Malayo-Polynesian","3.83333333333","154.916666667","'nkr'"
"Nyah Kur (Tha Pong)","Monic","Austro-Asiatic","Mon-Khmer","15.6666666667","101.666666667","'cbn'"
"Jur Md","Bongo-Bagirmi","Nilo-Saharan","Central Sudanic","6","30","'bex'"
"Jamamadi","Arauan","Arauan","__","-7.5","-67","'jaa'"
"Konyagi","Northern Atlantic","Niger-Congo","Atlantic","12.5","-13.25","'cou'"
"Kagoma","Platoid","Niger-Congo","Benue-Congo","9.25","8.16666666667","'kdm'"
"Kaugel","Chimbu","Trans-New Guinea","__","-6","144","'ubu'"
"Tontemboan","Sulawesi","Austronesian","__","1.08333333333","124.5","'tnt'"
"Ma","Ubangi","Niger-Congo","Adamawa-Ubangi","3.5","28","'msj'"
"Erromangan","Oceanic","Austronesian","Eastern Malayo-Polynesian","-18.8333333333","169.166666667","'erg'"
"Tenyer","Gur","Niger-Congo","__","10.6666666667","-4.5","'kza'"
